Wielkopolskie;Kêpiñski ;P ;;KE
Wielkopolskie;Kolski ;P ;;KL
Wielkopolskie;Koniñski ;P ;;KN
Wielkopolskie;Koœciañski ;P ;;KS
Wielkopolskie;Krotoszyñski ;P ;;KR
Wielkopolskie;Leszczyñski ;P ;;LE
Wielkopolskie;Miêdzychodzki ;P ;;MI
Wielkopolskie;Nowotomyski ;P ;;NT
Wielkopolskie;Obornicki ;P ;;OB
Wielkopolskie;Ostrowski ;P ;;OS
Wielkopolskie;Ostrzeszowski ;P ;;OT
Wielkopolskie;Pilski ;P ;;P
Wielkopolskie;Pleszewski ;P ;;PL
Wielkopolskie;Poznañski ;P ;;OZ, Z
Wielkopolskie;Rawicki ;P ;;RA
Wielkopolskie;S³upecki ;P ;;SL
Wielkopolskie;Szamotulski ;P ;;SZ
Wielkopolskie;Œredzki ;P ;;SR
Wielkopolskie;Œremski ;P ;;SE
Wielkopolskie;Turecki ;P ;;TU
Wielkopolskie;W¹growiecki ;P ;;WA
Wielkopolskie;Wolsztyñski ;P ;;WL
Wielkopolskie;Wrzesiñski ;P ;;WR
Wielkopolskie;Z³otowski ;P ;;ZL
Zachodnio-pomorskie;Z ; ;;| 
Zachodnio-pomorskie;Koszalin ;Z ;;K
Zachodnio-pomorskie;Szczecin ;Z ;;S
Zachodnio-pomorskie;Œwinoujœcie ;Z ;;SW
Zachodnio-pomorskie;Bia³ogardzki ;Z ;;BI
Zachodnio-pomorskie;Choszczeñski ;Z ;;CH
Zachodnio-pomorskie;Drawski ;Z ;;DR
Zachodnio-pomorskie;Goleniowski ;Z ;;GL
Zachodnio-pomorskie;Gryficki ;Z ;;GY
Zachodnio-pomorskie;Gryfiñski ;Z ;;GR
Zachodnio-pomorskie;Kamieñski ;Z ;;KA
Zachodnio-pomorskie;Ko³obrzeski ;Z ;;KL
Zachodnio-pomorskie;Koszaliñski ;Z ;;KO
Zachodnio-pomorskie;£obeski ;Z ;;LO
Zachodnio-pomorskie;Myœliborski ;Z ;;MY
Zachodnio-pomorskie;Policki ;Z ;;PL
Zachodnio-pomorskie;Pyrzycki ;Z ;;PY
Zachodnio-pomorskie;S³awieñski ;Z ;;SL
Zachodnio-pomorskie;Stargardzki ;Z ;;ST
Zachodnio-pomorskie;Szczecinecki ;Z ;;SZ
Zachodnio-pomorskie;Œwidwiñski ;Z ;;SD
Zachodnio-pomorskie;Wa³ecki ;Z ;;WA 
